"10",1,1,5,3,3,2,6,3,8,10,2,3,3,4,1,0,4,4,1,3,4,0.478781385270413,0.407770865263883,0.107787525521126,0.43903605631087,0.613647502074018,0.504072713237256,0.867280911817215,0.589987854717765,0.261153701571748,0.660064088711515,0.985718263599556,0.151923050691839,0.801888006003574,0.294170487292577,0.17840290033957,0.144435494339559,0.817931034420617,0.609633194371127,0.201159449634142,0.406121410212945,7.28452961096844,1.98230491796363,5.28365476993799,4.58475585610519,2.42662055177748,7.32452455030779,5.65684826348184,6.91515947788793,2.66236345744861,4.92280497583001,5.85512140020484,4.67138568190023,5.62104256955503,6.54614021404323,4.12479366826635,4.9206991562998,5.20449585048892,4.98623061697879,2.38522185082063,3.82293277141306,23.174935567035,25.2320161371638,20.3707679563383,27.7191209056735,33.5823399816394,25.7966434867134,27.9016975861463,19.7079143375193,21.6013886646168,27.9536815374726,26.2082181855643,24.0678968837158,22.5529632812098,20.5603339439032,21.9933688474211,19.664406670999,32.1009666787945,18.5277096946067,25.6497203144795,27.0230628737473,4,4,6,3,6,3,4,5,3,8,4,9,2,6,6,4,3,6,4,3
"11",0,6,5,4,7,3,6,3,5,3,2,3,2,3,1,4,1,6,3,3,4,0.115674673572648,0.854539828642737,0.700668047305662,0.575444614537992,0.488002458487172,0.640129046153743,0.297182496923488,0.226647930576,0.119630472084973,0.194461993016303,0.536943337880075,0.197082892432809,0.557875883870293,0.488169215917587,0.420316628110595,0.85071908342652,0.494977959853131,0.332108500523027,0.414003981826827,0.647092815593351,6.39557980725856,6.27221026990877,3.91723980106541,6.28785209951913,4.51541302130384,3.52068600091977,7.21524451201103,6.91764474302906,2.96710331891199,2.89552512267994,4.2090955600786,3.84320020225185,4.71538544191993,6.37012481983311,4.04974920216304,2.9411060586118,6.21809880805077,7.28777491966137,2.28372367127467,5.38127271418535,25.5149206943888,20.1426836196154,23.5406253247062,25.4268215617295,23.0936182707978,32.9433378787793,28.2498101860612,19.5378318029271,23.2962358957218,20.1908344763597,25.4546014513161,21.4806926483489,20.7431755029008,31.9329037613849,19.9342278662132,21.6935867055477,24.9037556203427,28.2244450508621,29.2564430879639,25.1618444312935,5,3,6,3,6,5,2,5,6,4,5,6,5,4,2,2,2,6,2,7
"12",1,2,7,2,4,3,6,3,5,3,3,3,5,5,5,5,9,3,4,1,4,0.435572207749356,0.499769293204881,0.420376799821388,0.135270513514988,0.619955636572558,0.394211888655555,0.556944897409994,0.656192377707921,0.889269694434479,0.451876641621348,0.627997972795274,0.407629927562084,0.268693083049729,0.386339199328795,0.257904363707639,0.556105692095589,0.955402989943977,0.873518964343239,0.485508231797721,0.189226284357719,3.69949102320885,4.92615250119215,7.36544498672791,5.90806650374456,3.2091081426139,6.87598285593785,3.67371835166001,5.43672850305475,8.09685404831156,5.8923674645978,5.06619422926451,7.22210789280133,5.73193330170986,2.32208721675745,5.8438166465039,7.4712861831483,6.56878411103279,5.18426528952404,1.73626842414419,7.30035953054551,26.8234814879419,19.6561870737033,19.0606950949992,11.7642672087493,29.3330368922905,19.828979540201,29.4411053492061,31.5539273690607,24.0136395087312,26.7195034674463,28.2046813927418,24.2896051233971,24.5959971905158,24.978320216739,23.5546323627161,22.5790355326056,21.9272160663514,28.5134140048541,24.0336040564283,25.0173858629804,4,6,4,5,2,4,3,8,2,6,4,5,4,4,3,4,3,1,6,3
"13",1,2,4,6,1,3,5,7,4,5,5,6,5,4,0,7,2,6,6,8,1,0.780583687708713,0.527456014628988,0.933733690956142,0.779472950133495,0.209640193041414,0.359740219528321,0.539401125060394,0.92339377975557,0.220069913489278,0.341872066336218,0.162188586129341,0.448346342812292,0.631253969029058,0.245900836091023,0.655956878806464,0.981167896008119,0.7184879668965,0.603061364230234,0.311228366710711,0.839576853392646,4.04302521292337,4.99040095624801,4.64014634063474,1.34648923508251,3.64728888126809,6.16497435569195,4.51529453840454,3.87685935929493,2.7916248756823,5.31247432273348,3.00486044789285,7.56508391186464,4.82493955533147,9.36392208618436,7.39787187996304,7.82595966218014,6.14914560870832,5.81089933814323,6.62812462669869,6.0950966508225,14.0348394268068,31.8100068838387,25.7172641017427,31.5807544035932,20.6585274259133,25.5258611451875,32.3337655894142,22.633244117865,21.708088430526,22.0464936313312,26.3721888170443,31.3705011413673,26.3989872081909,17.0835834143134,35.1351599792049,23.5763112272665,25.6964860182918,31.6432683168738,26.1120824242626,32.6275151211344,3,5,4,5,2,4,8,4,5,2,4,4,7,1,2,5,6,4,4,4
"14",1,5,5,3,5,5,8,7,3,3,2,7,2,5,1,6,5,9,6,3,5,0.692362933836412,0.527352999711875,0.509102221312933,0.553417563287076,0.299956108655315,0.451604709220119,0.87661268778611,0.154747796058655,0.633229438846465,0.477722499966621,0.770571961274836,0.116794471188914,0.79379554488929,0.219117512367666,0.476374361424241,0.505016577960923,0.555244324679952,0.927883444325998,0.281348434637766,0.774029642161913,8.85004660778532,8.46592357709195,5.32051889624476,6.03367958499095,4.45964756529043,3.92354314997647,4.59440382540997,6.69991647983094,5.9373504958242,2.46681398981978,5.81986788451136,5.93705767830559,4.6589362006135,4.8748867128441,5.16370174067129,7.19861836533721,5.61554498237262,6.18694155042064,4.89397569785431,4.73405522273196,21.5788254704758,30.07462204304,22.438480623015,22.8946673242566,28.2176897809937,22.5012667049394,20.9978782050358,21.0631208716041,32.7655336854244,25.8343709479279,21.4955349206778,19.0815755151791,22.4761452508315,25.227558030734,28.051296104601,29.9632967490113,22.299206633517,28.2367189822743,26.2505916732616,30.1913694596927,5,4,5,4,4,2,4,5,4,3,4,6,6,4,4,3,5,4,6,5
"15",1,1,3,3,2,2,2,3,5,3,6,4,1,3,4,5,5,7,1,8,3,0.275042758588679,0.420670402385294,0.94776942005381,0.632783474375028,0.751112015524413,0.249738339544274,0.49300689406693,0.575622508968227,0.376638790427241,0.481911647066008,0.713816110375337,0.804583267299458,0.253820422247518,0.447759218292777,0.763985692716669,0.723777292505838,0.904763003897388,0.798776288260706,0.412454394032247,0.416362385400571,4.32071759337554,5.97656929237257,4.41591901854877,6.3921205735155,2.11447523659728,6.21750248800037,2.38482029032491,2.97181233055783,8.95566404179462,6.18614526264335,7.32129747156288,2.50157115268244,7.89141733797769,6.67081384598969,5.7512740496191,6.11143837387434,5.74670108022547,6.18440044706588,6.51839142687861,3.80647366669215,22.4551558092727,21.0012758879611,25.5194977227194,26.0143854894479,26.1047681343697,19.4159060517787,27.4045288960452,26.4981483804795,27.6179856845331,19.2303330450527,23.7322755502795,29.3605463975201,33.1102364361104,26.7092553860444,28.294606352512,18.6741463227734,25.7643790528771,28.4919343763074,21.8229456483921,24.0115366341506,4,4,9,6,2,1,5,4,6,8,4,5,3,6,6,6,6,5,6,3
"16",0,5,6,6,3,7,1,5,6,1,5,2,5,6,4,3,5,2,4,6,5,0.78915220774943,0.468393139138352,0.420098124505021,0.620240211007185,0.404242581040599,0.868229630030692,0.394633303652517,0.855481564602815,0.262490194183774,0.646125822297763,0.707304094284773,0.611896152747795,0.256492779804394,0.740317616509274,0.414881221202668,0.19091273675207,0.812846966753714,0.827196764219552,0.707349504730664,0.581282715424895,4.40858836738783,3.95471997686034,8.92404306514374,8.43768972235394,7.59744233763947,4.45990532275196,5.58809837207137,4.88789761562456,4.38034552625089,3.76629613530247,5.67951701011555,3.27253910824906,5.26247477598608,6.99285590702441,3.96684822214471,4.99117435975177,4.60988868099403,8.48445086001491,8.19169796734977,8.23726512607883,33.0697525187788,23.9042517114075,21.5145473905397,18.8782669812527,16.7710063452052,25.1044623850687,22.9826095282596,21.382222439166,18.3770186174824,29.1442752394341,24.5122015607948,26.6186840960666,22.0859401215416,25.5172116441904,29.2359680207604,25.782608630127,26.4228688725413,22.2888057728438,27.7014504208094,31.5202350548137,6,4,4,3,6,3,4,7,5,4,2,6,3,7,4,4,2,5,8,3
"17",0,2,4,4,1,0,5,6,5,9,4,4,3,4,5,4,5,5,2,5,4,0.305912002716213,0.794877765155397,0.684162065545097,0.260521732936613,0.168987532530446,0.348881560573354,0.172651099441573,0.111187792785931,0.162196123937611,0.926140992580913,0.284419239836279,0.516490346190985,0.809395485452842,0.704614482615143,0.880353355186526,0.452605474905577,0.624749180539511,0.790125817349181,0.328199872577097,0.707487403147388,7.74058319845105,1.5868662363202,5.44588544717549,7.5631258659591,4.6064745900762,4.53300024448662,5.46126262397122,3.87040990679805,5.75203444549199,4.73142402955386,6.77737700649635,8.43226108913635,3.63279286519552,7.76363439848058,5.44814080676915,3.80911574695845,4.861240552118,2.81140577472242,5.58548468884595,7.76292468334506,21.1880740641746,19.5890042639759,18.0285866937549,21.7791004455126,33.643092318506,27.3555464279312,20.6638397524213,33.3781002518804,13.9343283952744,26.2203100983606,21.4315669419899,24.7392452447194,30.1265218610716,23.9000934362222,31.2697276771692,24.7641228062994,26.9825932387128,18.7141153677181,21.9487595796926,28.5823228480489,4,4,4,7,4,5,4,5,5,6,7,3,1,3,5,5,3,5,6,2
"18",0,3,3,3,4,1,7,5,5,8,3,3,2,4,4,1,3,2,5,4,7,0.419172734415624,0.370557101420127,0.87582231990993,0.735784793759231,0.91869347327156,0.83044778636191,0.412685189885087,0.808031584983692,0.737421485967934,0.655275464751758,0.651324850451201,0.851224641674198,0.655556932762265,0.24787335945759,0.569936616853811,0.856192666341085,0.983592487904243,0.777469717906788,0.571161297468934,0.380530106031802,5.52177068154517,4.26862780541031,5.73192869848376,2.64723999280731,6.0739357058854,6.98286199969763,5.95667010857892,5.56511004901369,3.78377852801641,3.12896737035067,3.84886233390418,7.02751669620864,4.0615592066573,5.34929562517042,5.64445740441751,2.89489454721772,7.40775199474212,7.28211143415518,6.00881968172782,5.59951058839212,19.417569868779,19.8890956000931,25.3977404268087,25.4803548660862,25.7069348977355,19.85368544622,26.912126954984,30.2493144043459,22.5050756071756,21.927833813998,24.5662014740803,19.5884183769011,21.8096141358868,28.321792110833,25.5236886021589,17.7291853208098,21.8954369088352,30.2105233702431,20.5140618761277,26.7570617473868,6,5,7,5,3,2,3,8,2,4,5,4,4,5,5,3,6,4,3,4
"19",1,4,4,11,6,3,4,5,7,4,3,2,4,4,4,3,1,3,5,4,4,0.307826382427011,0.941532189152203,0.135718419216573,0.111208677173126,0.813526420928538,0.294862898474094,0.115672024895903,0.490435522128828,0.326960434841458,0.741827117321081,0.633474537802394,0.559542475955095,0.112154436917044,0.775015961141326,0.533315920578316,0.767337005257141,0.577292194215115,0.645435625046957,0.752524837562814,0.366344942413271,5.95520264724504,2.36380009610509,6.14387593300235,4.27281161877686,3.78845072019632,3.07853721707868,4.24363514023856,5.05105734123872,8.61941031233561,5.78672753875201,4.96288866837769,7.87652240534089,5.50191588262438,2.88107828509412,4.27611506131815,5.61032699527771,4.13038938748235,6.10530387079114,4.56596197264232,5.96493935734747,19.9686670538809,24.0971793422293,26.5473089378706,27.0318207802624,22.8667429640879,25.8560246973865,27.3155961530972,29.6559581469584,29.2677001240807,25.6504253379394,28.7236323048786,27.6528003121474,21.7038596870773,18.8390005317331,24.0749746437138,24.3795989305612,29.8515938815757,28.6530788510737,25.150323654153,21.4892751891142,7,4,2,5,6,4,4,3,8,3,8,3,5,6,2,5,4,3,2,8
"20",1,4,3,4,7,2,8,6,5,6,5,5,3,1,4,4,5,2,4,3,6,0.569651803080924,0.984302518318873,0.175656736665405,0.854956089060288,0.69504852773156,0.529025887532625,0.336971879871562,0.852805032199249,0.452577664006967,0.179602368171327,0.134795108987018,0.893385191038251,0.473272353976499,0.468318685253616,0.797505934238434,0.813227086886764,0.461727931848727,0.65770383881405,0.508881703950465,0.495008822055534,4.85284159477813,4.36208097021326,4.91959209868763,5.55255284666118,3.74878152925873,4.84935608081152,5.22862886274942,7.29957110466719,4.78782946354938,6.17290349354332,5.27779036087414,4.667620862049,6.93961779449037,3.7707158650197,4.42415620417348,6.92586445284629,6.01912523118153,5.48092676936145,3.56932594720636,5.40247575977499,25.5954189834102,21.7011128796971,26.3844930250192,20.5481105662143,24.9590323688169,21.8639263522499,20.5010373345233,23.754004814527,34.0942699916739,22.2946802538472,24.1937186470417,21.6318071809683,22.5533101702474,17.7967139560795,26.6351976341467,30.341104523384,21.5059457942459,31.5174159331185,26.4386360545049,35.1753513987914,6,7,6,6,5,3,6,4,6,6,4,2,2,3,3,5,7,3,6,3
"21",0,7,2,7,5,8,2,3,5,2,3,4,2,3,4,5,4,3,4,3,4,0.895555647767615,0.980623702763114,0.339668179957662,0.111180000926834,0.785884228646755,0.497182737274561,0.835898069955874,0.237814098994713,0.378559835967608,0.102483871527947,0.679638649721164,0.279262994381133,0.165838837958872,0.517051929691806,0.78603549208492,0.578846593433991,0.945528913885355,0.414824095200747,0.349012260814197,0.10069756265264,3.33296156089027,5.8336520088098,2.42784550095672,3.18002954766001,5.59063196148295,4.03191460099301,6.02838007015311,4.60262334582671,5.85015999250606,6.76382002848895,5.34634934398177,3.71304424788036,8.76814450847882,3.61624259207744,2.64551571988345,4.13574977120173,6.13781384688338,3.33719464815992,4.64821355799767,5.35577802034977,22.2042894239219,25.2841162687798,24.7011271661046,27.7799374666087,25.0745834408499,31.3324249296472,25.5448510733006,26.3587312410092,15.6370922327452,12.9446818306664,27.4970830197272,32.5143465318241,22.726639194738,23.0818197325556,26.3544434442388,23.777752570771,24.6265815025449,21.8499823830147,24.7221259784129,34.6436830113535,5,3,4,3,7,5,4,4,3,4,4,3,2,6,2,3,8,5,3,5
"22",1,2,2,1,6,3,3,2,1,4,10,8,2,4,5,5,5,5,5,2,1,0.898803188004531,0.905227660376113,0.121962983196136,0.549163716321345,0.120849506803788,0.450711731954943,0.590990411813837,0.240337642859668,0.672740052815061,0.268607495066244,0.5204632518976,0.132363996936474,0.870373082773294,0.331991287770215,0.804997673311736,0.959817662895657,0.934613420900423,0.11371180268703,0.439421745461877,0.567461258722469,5.5859292352989,6.67719836858229,7.70531724278855,5.42732590175629,2.50038410871676,1.8998646522955,7.1088611343069,5.01343355294742,4.63364678772196,5.93355361842142,3.66592011729987,7.24326278989855,3.82949150714194,3.87493467392081,7.46335397498616,2.92756572231386,5.28038174631111,3.03332300884348,2.53372912735809,3.67376069071755,19.6702646969506,26.8246199593945,20.8866226698739,21.451765590108,30.9569188677036,22.1058749023598,20.7449778608296,17.938828278046,29.8148492242008,28.0310460916897,25.752434535205,20.6291064900493,25.9407854248431,22.2662003818653,22.164898249015,24.9551597768618,25.6556535225069,16.3931445942801,28.2977824721873,30.4463977381523,3,6,6,5,1,3,4,3,4,9,5,5,2,8,4,2,5,5,6,6
"23",1,7,2,2,7,5,1,3,5,3,3,4,6,6,7,5,2,2,4,8,3,0.884061573706567,0.585963466418907,0.942046916645486,0.391413485624362,0.15054848050233,0.409502352830023,0.956550224842504,0.884843338667415,0.349040041251574,0.575223118271679,0.611717693023384,0.840013698351104,0.221428894365672,0.392757615509909,0.604233513930812,0.856710104262456,0.414773317154031,0.58461509889923,0.61178681494901,0.354712385991588,4.0528969316081,5.91432788544882,2.2313511003804,3.63916090399768,6.95322120918615,4.42042295848262,5.70297251911904,5.24986685190824,3.47168524834279,4.50097189699233,5.63427553946117,4.25936869448653,7.23489421125938,7.38012766894867,5.86872161568914,4.51078413973972,6.90725024439194,5.36125893420464,8.07405480799113,8.05726189356719,25.6618371737891,23.3036629898025,17.5924578698278,23.9085353678616,31.002625741009,22.645138298193,29.3550872818828,24.2292992051976,20.6971447693077,24.9688213545137,30.6972693956852,24.4669311650875,25.3850558116982,20.0090646512009,15.4721959791333,21.3919396973751,22.6575871845803,23.6096722620573,23.1696262215711,33.5333432159,5,4,2,3,4,3,4,3,4,4,1,4,2,2,6,3,4,6,4,3
"24",0,5,7,5,3,5,5,6,3,6,5,4,8,3,4,2,6,3,4,4,3,0.21764263271587,0.4750701264292,0.110579253812321,0.103553737173788,0.309122488417197,0.555388557168189,0.581964037059806,0.899456632637884,0.684471743765753,0.915806787784677,0.613047276530415,0.442808709042147,0.877762425064575,0.907782475079875,0.256613591748755,0.341835166593082,0.110341232845094,0.402246520258486,0.355943264120724,0.836906052259728,6.14162855438047,4.83243622909324,6.03258707790396,6.58199070390204,3.13776985706859,5.41118115714327,5.58876079758014,5.34718807417403,5.86527400599518,2.717682514852,6.5071889806495,6.71401603865799,6.4607982388387,6.32431939500761,4.73626880262375,7.35467595406102,2.46182041774382,5.55334096528715,5.28222984364752,3.69008141139822,23.3166252082205,26.9115458380093,29.6662112542582,26.2441177158858,16.861085726557,18.6088564606249,21.3611001410799,33.6660678410907,28.8192706255078,25.9705041894173,23.1636329186742,18.3637151532916,27.8094148875851,22.5692882860161,26.7161645485134,25.2469196795558,24.5198460307555,29.1128906526668,33.9029724914302,29.4997414440089,3,3,6,3,5,5,4,3,3,5,5,4,5,5,4,3,3,3,4,3
